ID,Set,Items
A,24.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
A,38.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
A,39.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
A,41.0,"[('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium')]"
A,45.0,"[('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy')]"
A,48.0,"[('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy'), ('dead', 'heavy')]"
A,51.0,"[('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing'), ('rest', 'standing')]"
A,55.0,"[('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium')]"
A,56.0,"[('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium')]"
A,58.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
