ID,Set,Items
A,60.0,"[('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting')]"
A,61.0,"[('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium')]"
A,66.0,"[('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy'), ('row', 'heavy')]"
A,74.0,"[('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy')]"
A,75.0,"[('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium')]"
A,77.0,"[('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium')]"
A,82.0,"[('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting'), ('rest', 'sitting')]"
A,86.0,"[('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy')]"
A,88.0,"[('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy')]"
A,93.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
B,21.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', nan), ('ohp', nan), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', nan), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
