Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Cluster
-0.062,0.873,-0.155,165.608,-44.268,-130.368,0
-0.11,0.8685,-0.2075,167.194,-45.368,-105.244,0
-0.124,0.8733333333333334,-0.229,161.338,-114.512,-8.378,0
-0.104,0.893,-0.217,154.512,-102.438,-50.854,0
-0.0846666666666666,0.8370000000000001,-0.2076666666666666,192.804,-44.146,-110.122,0
0.0153333333333333,-0.6886666666666666,0.076,613.414,-0.3656,68.292,0
0.02,-0.788,0.011,633.292,-61.218,42.804,0
0.042,-0.6406666666666666,0.2273333333333333,376.342,30.122,56.096,0
0.0345,-0.784,0.062,596.952,-49.878,2.561,0
0.0403333333333333,-0.646,0.2353333333333333,364.998,8.061,90.734,0
-0.1626666666666666,0.765,-0.377,295.488,-99.146,-72.804,0
-0.1699999999999999,0.737,-0.4044999999999999,215.612,-42.926,-118.904,0
-0.1416666666666666,0.867,-0.35,139.024,-31.096,-33.414,0
-0.127,0.6585,-0.363,237.072,-7.878,-16.5,0
-0.192,0.809,-0.4093333333333333,140.858,-101.828,-29.512,0
-0.1676666666666666,0.7843333333333332,-0.3013333333333333,196.098,-57.804,-48.048,0
-0.0953333333333333,0.666,-0.3973333333333333,314.634,-70.488,-80.734,0
-0.1435,0.7090000000000001,-0.385,263.536,-6.354,-138.412,0
-0.0986666666666666,0.8416666666666667,-0.109,268.294,-69.756,-135.244,0
-0.2103333333333333,1.176,-0.0723333333333333,137.196,-45.486,-94.148,0
-0.173,0.979,-0.1139999999999999,217.684,0.3291999999999998,-10.427,0
-0.0675,0.8365,-0.0839999999999999,183.292,-47.074,-13.866,0
-0.1205,0.896,-0.1725,173.902,-89.388,12.926,0
-0.06,0.855,-0.052,143.536,-52.684,-113.538,0
-0.1003333333333333,0.8676666666666666,-0.0903333333333333,267.194,-45.488,-19.0,0
-0.152,0.822,-0.0653333333333333,140.732,-73.172,0.634,0
-0.1925,0.9405,-0.0665,252.074,-86.708,-121.706,0
-0.0913333333333333,0.8153333333333332,0.0236666666666666,123.658,-75.854,-39.0,0
-0.207,0.8585,0.078,231.708,-0.8048,-39.878,0
-0.227,0.7146666666666667,-0.1393333333333333,230.244,-110.852,-24.756,0
-0.2036666666666666,0.7483333333333334,-0.1516666666666666,246.344,-132.924,-34.439,0
-0.1246666666666666,1.38,0.2303333333333333,432.684,1.561,-68.951,0
-0.342,0.87,0.0186666666666666,190.974,-186.586,-7.366,0
-0.172,0.8013333333333333,-0.1403333333333333,151.096,-105.978,0.1585999999999998,0
-0.2623333333333333,0.7903333333333333,-0.25,173.538,0.8169999999999998,-18.817,0
-0.0955,11.355,-0.097,270.488,-28.536,-0.0976000000000002,0
0.0833333333333333,1.031,0.3476666666666666,407.196,-162.072,-124.144,0
0.0583333333333333,0.9776666666666666,0.1169999999999999,182.806,-236.462,40.366,0
0.1865,0.8500000000000001,0.173,125.856,-263.536,-68.292,0
-0.0005,-14.435,-0.0834999999999999,174.878,106.098,-13.512,0
-0.071,-13.585,-0.0875,188.538,36.586,-11.805,0
0.0895,-1.451,0.0045,412.316,-221.584,-30.549,0
-0.0414999999999999,-14.355,-0.0665,251.466,-83.904,-15.366,0
0.1815,-0.55,0.214,203.174,-179.634,0.2317999999999996,0
0.1363333333333333,-1.295,-0.1186666666666666,272.926,-79.756,-54.148,0
0.1405,-13.465,-0.1195,185.244,-30.242,-63.292,0
0.1613333333333333,-0.9406666666666668,0.1546666666666666,296.464,-46.708,-58.416,0
0.0915,-13.145,-0.0834999999999999,195.852,-72.072,-52.198,0
0.162,-0.9705,0.179,338.168,-4.622,-80.732,0
0.0755,-0.4345,0.1425,228.538,-104.998,50.124,0
0.0465,-12.195,0.0834999999999999,463.414,-203.656,-34.622,0
0.161,-0.8029999999999999,0.2053333333333333,386.708,-283.658,-145.976,0
0.119,-10.185,0.155,237.072,-84.514,-47.318,0
0.121,-10.715,0.189,336.586,-141.584,-164.634,0
0.046,-1.316,-0.0005,209.388,-64.146,-100.978,0
0.1285,-0.843,0.2495,242.682,-5.878,-58.294,0
0.1516666666666666,-0.7433333333333333,0.254,197.074,-41.466,-57.194,0
0.1175,-0.4735,0.105,336.828,-11.439,69.024,0
0.0445,-1.312,-0.1149999999999999,169.022,27.684,-61.098,0
0.2744999999999999,-1.078,0.2135,504.146,-299.512,-179.146,0
0.0756666666666666,-0.264,0.1149999999999999,193.292,63.414,101.218,0
0.027,-13.425,-0.121,172.196,-0.0609999999999999,-10.683,0
-0.1626666666666666,0.765,-0.377,295.488,-99.146,-72.804,0
-0.1699999999999999,0.737,-0.4044999999999999,215.612,-42.926,-118.904,0
-0.1416666666666666,0.867,-0.35,139.024,-31.096,-33.414,0
-0.127,0.6585,-0.363,237.072,-7.878,-16.5,0
-0.192,0.809,-0.4093333333333333,140.858,-101.828,-29.512,0
-0.1676666666666666,0.7843333333333332,-0.3013333333333333,196.098,-57.804,-48.048,0
-0.0953333333333333,0.666,-0.3973333333333333,314.634,-70.488,-80.734,0
-0.1435,0.7090000000000001,-0.385,263.536,-6.354,-138.412,0
-0.152,0.822,-0.0653333333333333,140.732,-73.172,0.634,0
-0.1925,0.9405,-0.0665,252.074,-86.708,-121.706,0
-0.227,0.7146666666666667,-0.1393333333333333,230.244,-110.852,-24.756,0
-0.2036666666666666,0.7483333333333334,-0.1516666666666666,246.344,-132.924,-34.439,0
-0.172,0.8013333333333333,-0.1403333333333333,151.096,-105.978,0.1585999999999998,0
-0.2623333333333333,0.7903333333333333,-0.25,173.538,0.8169999999999998,-18.817,0
-0.0955,11.355,-0.097,270.488,-28.536,-0.0976000000000002,0
-0.0005,-14.435,-0.0834999999999999,174.878,106.098,-13.512,0
-0.071,-13.585,-0.0875,188.538,36.586,-11.805,0
0.0895,-1.451,0.0045,412.316,-221.584,-30.549,0
-0.0414999999999999,-14.355,-0.0665,251.466,-83.904,-15.366,0
0.1815,-0.55,0.214,203.174,-179.634,0.2317999999999996,0
0.1363333333333333,-1.295,-0.1186666666666666,272.926,-79.756,-54.148,0
0.1405,-13.465,-0.1195,185.244,-30.242,-63.292,0
0.1613333333333333,-0.9406666666666668,0.1546666666666666,296.464,-46.708,-58.416,0
0.0915,-13.145,-0.0834999999999999,195.852,-72.072,-52.198,0
0.162,-0.9705,0.179,338.168,-4.622,-80.732,0
0.0755,-0.4345,0.1425,228.538,-104.998,50.124,0
0.0465,-12.195,0.0834999999999999,463.414,-203.656,-34.622,0
0.161,-0.8029999999999999,0.2053333333333333,386.708,-283.658,-145.976,0
0.119,-10.185,0.155,237.072,-84.514,-47.318,0
0.121,-10.715,0.189,336.586,-141.584,-164.634,0
0.046,-1.316,-0.0005,209.388,-64.146,-100.978,0
0.1285,-0.843,0.2495,242.682,-5.878,-58.294,0
0.1516666666666666,-0.7433333333333333,0.254,197.074,-41.466,-57.194,0
0.1175,-0.4735,0.105,336.828,-11.439,69.024,0
0.0445,-1.312,-0.1149999999999999,169.022,27.684,-61.098,0
0.2744999999999999,-1.078,0.2135,504.146,-299.512,-179.146,0
0.0756666666666666,-0.264,0.1149999999999999,193.292,63.414,101.218,0
0.027,-13.425,-0.121,172.196,-0.0609999999999999,-10.683,0
0.2996666666666667,0.5599999999999999,0.7593333333333333,202.436,-60.366,-25.242,0
0.3526666666666667,0.5366666666666667,0.8496666666666667,234.514,-72.682,0.8657999999999998,0
0.3515,0.403,0.883,298.048,47.316,-0.6706,0
0.3506666666666667,0.5066666666666667,0.8893333333333334,265.368,-32.686,0.5124,0
0.3325,0.5415000000000001,0.7715000000000001,237.074,-3.073,-0.6464,0
0.3673333333333333,0.4456666666666666,0.8813333333333334,255.488,22.436,1.012,0
0.3815,0.5485,0.86,263.414,29.634,0.4267999999999997,0
0.4526666666666666,0.5236666666666666,0.6890000000000001,269.026,-4.744,-14.256,0
0.4725,0.7235,0.6595,134.512,-137.196,-9.378,0
0.5393333333333333,0.6143333333333333,0.7843333333333332,157.928,0.8291999999999998,-61.096,0
0.2423333333333333,0.5496666666666666,0.8553333333333333,219.144,-34.268,43.172,0
0.2746666666666666,0.684,0.798,195.122,13.782,60.366,0
0.2916666666666667,0.669,0.8206666666666665,375.852,-4.0,49.512,0
0.379,0.518,0.8930000000000001,352.926,-95.242,-106.098,0
0.1835,0.248,0.3815,193.782,-0.7195999999999998,14.634,0
0.3765,0.6140000000000001,0.8500000000000001,250.974,-70.976,-179.758,0
0.3715,0.6605000000000001,0.6779999999999999,162.682,-135.488,-20.246,0
0.4216666666666667,0.488,0.827,196.708,48.414,-29.026,0
0.379,0.6245,0.5934999999999999,187.438,-121.952,-63.292,0
0.421,0.4965,0.8425,234.512,3.0,-23.536,0
0.3903333333333333,0.5726666666666667,0.629,144.756,-57.682,2.439,0
0.039,0.4935,0.6745,240.854,0.4509999999999999,99.392,0
-0.036,0.4836666666666667,0.9256666666666667,217.438,22.804,137.684,0
-0.038,0.607,0.906,180.854,112.926,11.122,0
0.4146666666666667,0.6106666666666666,0.6933333333333334,149.512,-114.268,-66.586,0
0.4426666666666667,0.5403333333333333,0.8573333333333334,246.344,-38.902,-57.438,0
0.3285,0.503,0.471,245.976,-125.366,-80.366,0
0.4295,0.4275,0.8645,212.076,-24.146,-13.534,0
0.0726666666666666,-0.953,-0.112,241.098,-41.342,1.305,0
0.062,-0.6245,-0.03,591.708,-32.804,96.708,0
0.0556666666666666,-0.619,0.0756666666666666,300.854,52.438,18.061,0
0.0745,-0.5509999999999999,0.0905,388.292,0.866,16.671,0
0.0585,-0.812,-0.1105,484.146,0.6464000000000001,38.536,0
0.0623333333333333,-0.6613333333333333,0.1036666666666666,301.098,15.852,59.514,0
0.107,-11.475,-0.1845,167.318,-50.732,-10.122,0
0.086,-0.629,0.1255,290.246,46.708,24.146,0
0.092,-0.5990000000000001,0.062,385.366,11.549,172.316,0
0.0174999999999999,-0.9805,-0.059,276.466,-73.292,-14.024,0
0.047,-0.749,0.291,435.976,-45.364,62.072,0
0.004,-0.8815,0.008,423.782,-0.2561999999999997,-47.074,0
0.037,-0.9125,0.3425,200.854,-0.1949999999999999,4.049,0
0.039,-0.7435,0.073,678.048,-83.658,-47.194,0
0.0533333333333333,-0.758,0.2943333333333333,500.124,-22.558,0.2683999999999999,0
-0.0115,-11.075,-0.0705,161.218,0.3415999999999999,-15.244,0
0.0376666666666666,-0.902,0.381,181.828,-0.1342000000000002,25.976,0
0.0423333333333333,-0.6913333333333332,0.229,591.826,-118.172,0.0124,0
-0.0145,-0.951,-0.0315,379.022,49.634,-45.488,0
-0.026,-0.9255,-0.038,324.146,35.732,-57.682,0
-0.0084999999999999,-0.8845,0.303,186.462,3.561,-0.4755999999999999,0
0.0183333333333333,-0.7496666666666667,0.2563333333333333,443.172,-63.536,-1.061,0
-0.0225,-0.769,0.016,658.414,-75.244,-48.172,0
0.092,-0.9453333333333332,-0.031,419.632,0.3780000000000001,36.708,0
0.072,-0.819,0.012,527.804,14.146,0.3167999999999999,0
0.0695,-1.127,-0.032,195.122,-68.782,0.8291999999999999,0
0.066,-0.5755,0.264,226.218,40.244,52.806,0
0.0616666666666666,-1.016,-0.0073333333333333,384.634,0.5367999999999998,0.6828000000000001,0
0.0725,-0.6125,0.062,502.928,-12.074,102.928,0
0.1263333333333333,-1.069,-0.077,169.876,-180.242,114.268,0
0.0663333333333333,-0.61,0.1716666666666666,264.878,-177.072,5.244,0
0.069,-0.6545000000000001,0.0574999999999999,479.512,11.5,19.878,0
0.0745,-0.6835,0.0705,459.512,12.682,68.292,0
0.056,-1.037,0.022,132.316,-33.622,-46.462,0
0.0715,-0.862,0.0285,447.562,0.5121999999999997,-28.902,0
-0.072,-11.515,-0.105,247.194,-88.658,7.183,0
0.0785,-1.036,0.0875,282.562,-404.392,-107.802,0
0.037,-0.6596666666666667,0.2009999999999999,706.828,0.9269999999999996,63.416,0
0.003,-0.8109999999999999,0.0273333333333333,728.412,-126.098,0.1339999999999999,0
0.0305,-0.6214999999999999,0.249,462.316,18.168,-0.8291999999999999,0
-0.0195,-1.044,-0.0395,291.096,13.778,-62.926,0
0.0405,-0.8200000000000001,0.052,955.732,-174.634,-0.7195999999999998,0
0.0549999999999999,-0.616,0.3196666666666666,324.878,36.708,86.096,0
0.01,-0.9015,-0.023,854.512,-66.706,-48.782,0
0.063,-0.5606666666666668,0.2736666666666666,482.926,-81.584,155.608,0
-0.002,-10.055,0.4375,150.244,-63.536,56.952,0
0.022,-0.745,0.0584999999999999,938.416,-242.928,46.952,0
0.016,-0.8603333333333333,0.0006666666666666,715.978,-18.195,0.683,0
0.0284999999999999,-0.6865,0.0479999999999999,436.218,-19.878,14.756,0
-0.008,-1.067,-0.1263333333333333,280.734,48.416,-1.927,0
0.1185,-10.665,-0.1955,210.732,-248.414,52.562,0
0.0156666666666666,-0.9916666666666666,-0.0633333333333333,347.804,-4.89,0.3777999999999999,0
0.0465,-0.687,0.004,451.462,59.146,117.682,0
0.0603333333333333,-1.07,-0.152,161.342,-42.073,0.073,0
0.0326666666666666,-0.988,-0.0536666666666666,282.682,337.438,0.7071999999999998,0
0.0195,-0.7364999999999999,0.0289999999999999,406.706,-99.392,9.634,0
0.0489999999999999,-0.989,-0.032,426.464,0.244,0.1217999999999999,0
0.0525,-0.9145,0.0255,454.878,0.8658000000000001,-1.866,0
0.0289999999999999,-0.944,-0.0273333333333333,419.634,72.072,-74.512,0
0.0365,-0.928,0.0355,409.268,53.538,-31.096,0
0.0503333333333333,-0.7536666666666667,0.1633333333333333,666.952,-86.828,49.632,0
0.0283333333333333,-0.9836666666666668,-0.036,386.828,4.683,-15.5,0
0.0205,-1.145,-0.101,186.706,-39.634,-93.658,0
0.1363333333333333,-1.295,-0.1186666666666666,272.926,-79.756,-54.148,0
0.1405,-13.465,-0.1195,185.244,-30.242,-63.292,0
0.1613333333333333,-0.9406666666666668,0.1546666666666666,296.464,-46.708,-58.416,0
0.0915,-13.145,-0.0834999999999999,195.852,-72.072,-52.198,0
0.162,-0.9705,0.179,338.168,-4.622,-80.732,0
0.119,-10.185,0.155,237.072,-84.514,-47.318,0
0.121,-10.715,0.189,336.586,-141.584,-164.634,0
0.046,-1.316,-0.0005,209.388,-64.146,-100.978,0
0.1285,-0.843,0.2495,242.682,-5.878,-58.294,0
0.1516666666666666,-0.7433333333333333,0.254,197.074,-41.466,-57.194,0
0.2423333333333333,0.5496666666666666,0.8553333333333333,219.144,-34.268,43.172,0
0.2746666666666666,0.684,0.798,195.122,13.782,60.366,0
0.2916666666666667,0.669,0.8206666666666665,375.852,-4.0,49.512,0
0.039,0.4935,0.6745,240.854,0.4509999999999999,99.392,0
-0.036,0.4836666666666667,0.9256666666666667,217.438,22.804,137.684,0
-0.038,0.607,0.906,180.854,112.926,11.122,0
0.0726666666666666,-0.953,-0.112,241.098,-41.342,1.305,0
0.062,-0.6245,-0.03,591.708,-32.804,96.708,0
0.0556666666666666,-0.619,0.0756666666666666,300.854,52.438,18.061,0
0.0745,-0.5509999999999999,0.0905,388.292,0.866,16.671,0
0.0585,-0.812,-0.1105,484.146,0.6464000000000001,38.536,0
0.0623333333333333,-0.6613333333333333,0.1036666666666666,301.098,15.852,59.514,0
0.107,-11.475,-0.1845,167.318,-50.732,-10.122,0
0.086,-0.629,0.1255,290.246,46.708,24.146,0
0.092,-0.5990000000000001,0.062,385.366,11.549,172.316,0
0.092,-0.9453333333333332,-0.031,419.632,0.3780000000000001,36.708,0
0.072,-0.819,0.012,527.804,14.146,0.3167999999999999,0
0.0695,-1.127,-0.032,195.122,-68.782,0.8291999999999999,0
0.066,-0.5755,0.264,226.218,40.244,52.806,0
0.0616666666666666,-1.016,-0.0073333333333333,384.634,0.5367999999999998,0.6828000000000001,0
0.0725,-0.6125,0.062,502.928,-12.074,102.928,0
0.1263333333333333,-1.069,-0.077,169.876,-180.242,114.268,0
0.0663333333333333,-0.61,0.1716666666666666,264.878,-177.072,5.244,0
0.069,-0.6545000000000001,0.0574999999999999,479.512,11.5,19.878,0
0.0745,-0.6835,0.0705,459.512,12.682,68.292,0
0.056,-1.037,0.022,132.316,-33.622,-46.462,0
0.0715,-0.862,0.0285,447.562,0.5121999999999997,-28.902,0
-0.072,-11.515,-0.105,247.194,-88.658,7.183,0
0.0785,-1.036,0.0875,282.562,-404.392,-107.802,0
0.0284999999999999,-0.6865,0.0479999999999999,436.218,-19.878,14.756,0
-0.008,-1.067,-0.1263333333333333,280.734,48.416,-1.927,0
0.1185,-10.665,-0.1955,210.732,-248.414,52.562,0
0.0156666666666666,-0.9916666666666666,-0.0633333333333333,347.804,-4.89,0.3777999999999999,0
0.0465,-0.687,0.004,451.462,59.146,117.682,0
0.0603333333333333,-1.07,-0.152,161.342,-42.073,0.073,0
0.0326666666666666,-0.988,-0.0536666666666666,282.682,337.438,0.7071999999999998,0
0.0195,-0.7364999999999999,0.0289999999999999,406.706,-99.392,9.634,0
0.1093333333333333,0.8163333333333332,0.5646666666666667,193.412,63.048,59.754,0
0.07,0.8313333333333333,0.725,186.828,-4.939,0.8413999999999999,0
0.069,0.821,0.661,235.242,-1.012,4.122,0
0.0626666666666666,0.7596666666666666,0.505,280.366,-10.124,2.695,0
0.067,0.8409999999999999,0.6996666666666668,258.416,-22.436,-0.1342000000000002,0
0.0595,0.829,0.5545,285.608,-57.196,0.9634,0
0.0715,0.859,0.5565,184.146,11.342,21.464,0
0.047,0.65,0.3906666666666666,230.732,0.4389999999999999,20.732,0
0.0666666666666666,0.8913333333333333,0.593,193.782,-24.634,28.172,0
0.0289999999999999,0.984,0.7024999999999999,157.928,-33.536,-11.586,0
0.0505,0.8925000000000001,0.54,244.878,-0.7682,93.172,0
0.0536666666666666,0.7013333333333334,0.6223333333333333,234.876,-0.2806,42.318,0
0.0545,0.579,0.4085,258.658,-3.122,10.364,0
0.0805,0.8069999999999999,0.6545000000000001,165.978,-33.658,4.561,0
0.0753333333333333,0.7466666666666667,0.538,259.634,-1.39,3.817,0
0.089,0.8095,0.617,287.928,37.196,3.317,0
0.0536666666666666,0.5630000000000001,0.3423333333333333,237.804,-0.9148,-0.2804,0
-0.0349999999999999,0.8454999999999999,-0.1525,281.096,0.817,-130.976,0
-0.042,0.8426666666666667,-0.1726666666666666,221.218,-19.268,-72.196,0
-0.0686666666666666,0.8380000000000001,-0.151,227.194,30.976,-10.756,0
-0.0849999999999999,0.8545,-0.199,151.832,-70.608,-79.634,0
0.007,0.786,-0.1825,300.608,0.9634,-11.439,0
-0.0005,0.756,-0.1629999999999999,271.952,0.195,-18.549,0
-0.0463333333333333,0.8766666666666666,-0.2246666666666666,175.976,-3.439,-84.512,0
0.0253333333333333,0.8083333333333332,-0.1243333333333333,204.146,-23.782,-12.378,0
0.0,0.8205,-0.2055,327.194,-26.464,-92.804,0
-0.0423333333333333,0.8346666666666667,-0.212,210.364,-122.194,-118.782,0
0.2703333333333333,-0.919,0.4166666666666667,177.318,-29.024,68.294,0
10.065,-0.2245,0.1154999999999999,331.706,-40.244,-62.806,0
-0.071,0.9215,-0.2304999999999999,122.804,-50.732,-45.608,0
-0.0289999999999999,0.8423333333333334,-0.121,165.244,-0.0485999999999999,-87.926,0
-0.0556666666666666,0.84,-0.219,196.708,-25.486,-97.318,0
-0.0819999999999999,0.9,-0.2319999999999999,146.708,-52.316,-66.708,0
