Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Cluster
-0.2863333333333333,0.8853333333333334,0.5443333333333333,-82.928,-81.584,-36.952,1
-0.301,0.8374999999999999,0.5375000000000001,-27.682,-52.684,-40.612,1
-0.2956666666666667,0.867,0.5846666666666667,13.414,-35.732,0.1339999999999999,1
-0.352,0.8893333333333334,0.6709999999999999,-0.5246000000000002,234.878,43.172,1
-0.1983333333333333,0.6533333333333333,0.2653333333333333,19.317,-29.268,61.828,1
-0.2026666666666666,0.7853333333333333,0.2416666666666666,16.927,-72.926,-1.134,1
-0.1695,0.672,0.1905,-3.683,-109.756,-26.218,1
-0.2486666666666666,0.9293333333333336,0.4086666666666667,-2.939,-50.734,-19.268,1
-0.2683333333333333,0.9036666666666666,0.5006666666666667,116.464,26.952,0.7070000000000001,1
-0.1885,0.674,0.243,81.586,1.573,20.246,1
-0.2156666666666666,0.7370000000000001,0.2366666666666666,58.048,20.122,6.573,1
-0.2259999999999999,0.907,0.2953333333333333,-0.8779999999999999,-12.806,-0.366,1
-0.228,0.8955,0.3005,38.414,-0.6098,-0.1218,1
-0.2205,0.8360000000000001,0.237,55.854,-26.586,0.4025999999999999,1
-0.26,0.9063333333333332,0.5293333333333333,121.708,-0.7318,-1.939,1
-0.318,10.945,0.579,-121.708,-69.268,0.9266,1
-0.262,0.8725,0.5285,121.708,85.124,0.1951999999999999,1
-0.2749999999999999,0.8796666666666667,0.454,53.292,12.5,41.828,1
-0.186,0.6785000000000001,0.197,-0.7318,-19.024,0.6462,1
-0.2426666666666666,0.8993333333333333,0.247,4.561,-1.061,0.817,1
-0.248,0.902,0.2485,0.4631999999999999,-26.464,11.708,1
-0.2383333333333333,0.9056666666666668,0.273,10.854,0.244,0.8904,1
-0.2756666666666666,0.9216666666666667,0.5806666666666667,-5.878,-5.378,-0.7196,1
-0.254,0.9005000000000001,0.2845,5.256,58.536,0.7074,1
-0.258,0.8946666666666667,0.2603333333333333,23.048,0.2562000000000001,10.854,1
-0.2506666666666666,0.8346666666666667,0.2526666666666666,20.878,-225.368,-43.658,1
-0.1785,0.647,0.2155,-145.244,-211.584,-54.148,1
-0.2355,0.8925000000000001,0.53,-73.902,-59.266,-0.9024,1
-0.25,0.8850000000000001,0.5213333333333333,-57.438,-70.244,-1.866,1
-0.289,0.938,0.5780000000000001,110.122,4.561,-20.854,1
-0.204,0.692,0.22,-7.939,20.122,33.414,1
-0.2645,0.923,0.2865,116.588,-12.683,0.6097999999999999,1
-0.2153333333333333,0.8553333333333333,0.276,43.414,-197.194,-30.976,1
-0.202,0.8514999999999999,0.479,-9.134,-105.368,-31.098,1
-0.2233333333333333,0.878,0.5756666666666667,-145.244,-68.048,-41.586,1
-0.151,0.575,0.265,10.683,44.148,2.939,1
-0.208,0.8483333333333333,0.3586666666666667,-0.8657999999999999,-24.512,0.4147999999999999,1
-0.2036666666666666,0.8616666666666667,0.4066666666666667,43.294,-23.782,0.3047999999999999,1
-0.1909999999999999,0.87,0.3853333333333333,85.852,-0.9998,19.514,1
-0.1945,0.786,0.2995,-12.928,-44.148,-17.924,1
-0.2076666666666666,0.871,0.7583333333333333,-103.416,40.852,-25.976,1
-0.1985,0.7175,0.3335,-55.122,-2.439,3.439,1
-0.2166666666666666,0.8446666666666666,0.4059999999999999,74.512,-41.586,1.439,1
-0.202,0.8785000000000001,0.3845,0.5241999999999999,-0.9146,-0.4145999999999999,1
-0.2063333333333333,0.8416666666666667,0.34,77.684,-21.342,-28.782,1
-0.2503333333333333,0.892,0.5523333333333333,-78.538,-40.976,-35.366,1
-0.3,0.865,0.581,0.732,2.927,-10.122,1
0.103,0.726,0.593,15.854,0.4634,0.9146,1
0.097,0.6195,0.4545,-19.122,2.866,-0.0122,1
0.1704999999999999,0.717,0.8485,-40.976,-35.244,-0.9268,1
0.1896666666666666,0.7733333333333334,0.926,0.6949999999999996,-65.244,0.0365999999999999,1
0.1945,0.768,0.938,35.488,-11.586,0.5244,1
0.0876666666666666,0.5493333333333333,0.453,36.939,12.072,-2.756,1
0.1293333333333333,0.8836666666666666,0.5023333333333334,-9.305,-62.926,-5.817,1
0.139,0.7166666666666667,0.8753333333333333,-16.134,-40.854,3.817,1
0.0576666666666666,0.4206666666666667,0.2803333333333333,6.683,71.098,0.6707999999999998,1
0.119,0.9455,0.5695,-49.756,-94.148,2.573,1
0.1526666666666666,0.755,0.9043333333333332,-0.9878,-0.6464,0.9878,1
0.151,0.7623333333333333,0.8373333333333334,158.416,0.0243999999999999,20.002,1
0.1325,0.7585,0.7745,170.122,-0.1342,50.732,1
0.1185,0.787,0.4725,-39.878,-7.878,-39.634,1
0.1415,0.739,0.861,-0.9756,-0.2681999999999999,-0.4144,1
0.1276666666666666,0.8093333333333333,0.9343333333333332,-0.5366,-0.4632,-0.0612,1
0.1143333333333333,0.7263333333333333,0.8303333333333334,21.427,0.2559999999999999,28.538,1
0.1046666666666666,0.8256666666666667,0.5466666666666667,67.196,-107.438,-0.1827999999999999,1
0.153,0.7763333333333334,0.8033333333333333,-135.488,-0.061,-0.7437999999999999,1
0.1654999999999999,0.781,0.8514999999999999,6.366,-27.194,-13.534,1
0.157,0.8396666666666667,0.89,55.486,-6.878,-0.6952000000000002,1
0.1805,0.8085,0.833,0.866,-16.096,0.3416000000000001,1
0.062,0.5915,0.2915,-168.172,-71.828,-2.378,1
0.1425,0.754,0.768,-62.074,-28.658,-0.6706000000000001,1
0.165,0.7335,0.8165,33.048,-15.124,-0.8536000000000001,1
0.0866666666666666,0.6366666666666666,0.5006666666666667,-32.317,-97.318,32.682,1
0.131,0.792,0.7935,-20.366,-24.268,-21.342,1
0.1053333333333333,0.879,0.8690000000000001,0.6706000000000001,-59.024,0.0363999999999999,1
0.101,0.753,0.7825,-53.292,0.744,22.682,1
0.0503333333333333,0.5623333333333332,0.392,31.5,-14.878,-67.194,1
0.047,0.5760000000000001,0.3535,24.878,31.218,171.708,1
0.101,0.9013333333333332,0.5173333333333333,-0.1705999999999997,-3.5,-15.002,1
0.084,0.6363333333333333,0.364,-164.146,-77.318,-20.122,1
0.144,0.8185,0.7795000000000001,-150.488,8.695,0.4878,1
0.1206666666666666,0.8330000000000001,0.843,77.074,-5.817,-56.706,1
0.1164999999999999,0.8855,0.882,0.1094000000000001,-46.708,-1.439,1
0.129,0.74,0.8435,80.122,-65.854,-31.464,1
0.1176666666666666,0.7076666666666666,0.7906666666666666,119.512,0.8781999999999999,0.439,1
0.0925,0.5545,0.3795,-22.134,-7.927,-55.854,1
0.1256666666666666,0.6316666666666667,0.5066666666666667,-14.5,-0.6095999999999999,68.658,1
0.1416666666666667,0.8573333333333334,0.855,71.342,-23.292,-19.878,1
0.137,0.7665,0.788,24.146,2.561,-0.2925999999999999,1
0.135,0.762,0.6495,-110.488,-0.9998,0.9634,1
0.1263333333333333,0.7113333333333333,0.6533333333333333,-27.684,-3.817,22.438,1
0.1563333333333333,0.7206666666666667,0.659,78.048,-39.756,-0.7684,1
0.1585,0.734,0.634,89.022,-41.098,-14.514,1
0.1483333333333333,0.6983333333333333,0.5806666666666667,48.536,-22.802,15.732,1
0.1093333333333333,0.5563333333333333,0.5356666666666666,-153.536,-0.8290000000000001,-1.134,1
0.137,0.6910000000000001,0.74,-24.146,55.122,-6.256,1
0.124,0.7435,0.864,-109.514,-0.6220000000000001,0.0366,1
0.1355,0.728,0.9375,115.852,20.976,30.244,1
0.13,0.7126666666666667,0.836,19.183,37.318,37.074,1
0.0885,0.7344999999999999,0.4525,-87.438,-69.514,-0.0001999999999998,1
0.1463333333333333,0.8096666666666666,0.9996666666666666,109.512,-20.122,-46.828,1
0.1533333333333333,0.8323333333333333,0.5556666666666666,2.439,-5.0,-0.5124000000000001,1
0.18,0.731,0.8240000000000001,-131.464,58.172,0.7074,1
0.0883333333333333,0.4406666666666667,0.3046666666666667,9.622,47.316,32.682,1
0.1513333333333333,0.691,0.7423333333333333,-115.608,109.024,-50.366,1
0.1473333333333333,0.759,0.997,31.098,-0.5851999999999998,-2.756,1
0.149,0.6306666666666666,0.9013333333333334,68.292,-1.951,18.902,1
0.068,0.375,0.265,104.268,20.244,10.854,1
0.1523333333333333,0.7680000000000001,0.4903333333333333,0.3902000000000001,-34.756,28.172,1
0.1693333333333333,0.741,1.049,-25.854,-25.732,-0.5608000000000001,1
0.1545,0.608,0.934,-59.024,-21.098,0.3537999999999999,1
0.1355,0.7565,0.498,99.026,29.756,44.146,1
0.099,0.471,0.364,-26.427,-48.292,38.902,1
0.1975,0.771,0.8465,-99.268,-0.4756,-23.414,1
0.1863333333333333,0.8286666666666668,0.9426666666666668,-22.196,-0.3292,-26.708,1
0.1653333333333333,0.7076666666666668,0.7983333333333333,-108.658,0.1584,33.658,1
0.0723333333333333,0.5299999999999999,0.313,-53.902,19.268,44.634,1
0.0733333333333333,0.5003333333333333,0.359,-104.756,30.122,-29.024,1
0.08,0.6525,0.4964999999999999,-32.646,-70.852,37.926,1
0.1273333333333333,0.7759999999999999,0.8936666666666667,97.928,-2.0,-29.024,1
0.0703333333333333,0.41,0.317,-27.804,-0.6707999999999998,3.561,1
0.162,0.7963333333333332,0.6483333333333333,-134.268,-5.927,-0.1585999999999999,1
0.141,0.843,0.7095,-110.122,-11.098,-0.2804,1
0.166,0.914,0.882,-3.0,-2.634,-20.366,1
0.1709999999999999,0.7464999999999999,0.74,14.744,-42.072,37.804,1
0.1215,0.821,0.813,48.904,100.244,-0.4756,1
0.139,0.8160000000000001,0.844,-55.976,-24.512,0.1949999999999999,1
0.0675,0.495,0.3309999999999999,24.988,0.9636,-64.878,1
0.109,0.885,0.435,-37.804,-49.878,-14.634,1
0.0903333333333333,0.8713333333333333,0.3956666666666666,-0.7317999999999998,-65.366,0.756,1
0.174,0.848,0.8335,-0.7925999999999999,0.0242,-42.074,1
0.1366666666666667,0.6873333333333332,0.7566666666666667,136.464,0.5244,44.512,1
0.0916666666666666,0.7906666666666666,0.4306666666666667,4.988,-0.0854000000000001,5.744,1
0.124,0.8496666666666667,0.489,-66.706,-0.2806,76.464,1
0.1425,0.82,0.493,-100.976,-11.952,82.562,1
0.148,0.805,0.546,-6.311,-1.067,66.465,1
0.0465,-10.255,-0.1245,-0.9756,97.682,-22.194,1
0.038,-1.028,-0.1205,23.172,-8.0,15.974,1
0.0493333333333333,-1.026,-0.125,-0.744,59.392,0.9514,1
0.019,-0.985,-0.129,42.318,-67.806,2.512,1
0.0193333333333333,-0.7326666666666667,0.0753333333333333,48.622,-31.464,90.368,1
0.008,-0.9775,0.0139999999999999,-8.768,-2.695,-16.218,1
0.0006666666666666,-0.5373333333333333,0.1933333333333333,54.573,53.296,4.622,1
-0.047,-0.9105,0.3984999999999999,-30.195,1.183,-56.464,1
0.0195,-11.735,-0.0395,-55.124,-31.708,-90.734,1
0.0905,-11.775,-0.0215,14.61,0.183,104.634,1
-0.0286666666666666,-0.7916666666666666,0.3939999999999999,0.6462,89.268,50.732,1
0.1015,-1.067,-0.1149999999999999,81.098,-104.634,3.878,1
0.0245,-1.233,-0.0289999999999999,81.586,-4.561,0.1585999999999998,1
0.03,-0.8494999999999999,0.0365,-28.183,-18.168,-35.976,1
0.0555,-1.314,-0.0615,-105.242,-18.244,-167.684,1
0.1176666666666666,-1.213,-0.0699999999999999,-8.817,87.194,5.878,1
0.072,-1.022,-0.1265,-39.878,0.8538000000000002,70.244,1
0.024,-1.267,-0.0615,9.366,-55.854,-0.6952,1
0.024,-1.139,-0.0049999999999999,20.0,-2.5,18.778,1
0.0256666666666666,-0.6053333333333334,0.2353333333333333,35.89,0.2437999999999998,87.806,1
0.017,-0.9825,-0.019,-134.024,-143.656,-0.0488,1
0.0165,-0.8089999999999999,0.3565,68.538,70.976,53.536,1
0.009,-1.244,-0.0355,43.536,4.549,35.854,1
0.0675,-1.343,-0.088,4.366,45.854,-0.5976000000000002,1
0.0155,-0.9885,-0.045,-0.7560000000000002,221.586,0.1341999999999998,1
0.031,-1.092,-0.073,90.856,-82.806,0.6462,1
0.0513333333333333,-1.227,-0.0213333333333333,123.168,-16.622,0.8048,1
0.0019999999999999,-0.894,0.3353333333333333,-21.122,-85.488,-0.8901999999999999,1
0.067,-0.76,0.108,-40.061,-19.756,-3.293,1
0.0414999999999999,-13.265,-0.0595,37.074,-43.048,0.4392,1
-0.013,-0.9805,-0.031,59.927,-107.196,-0.7682,1
-0.0014999999999999,-0.8905000000000001,0.42,-0.744,43.414,2.0,1
0.03,-1.246,-0.0029999999999999,-96.586,114.146,-60.976,1
0.0335,-1.052,-0.185,-0.0608,-48.294,73.172,1
0.0036666666666666,0.9663333333333334,-0.081,18.412,-47.806,-25.608,1
-0.0125,0.9625,-0.089,2.195,-21.096,-28.538,1
-0.1154999999999999,0.963,-0.1765,-15.486,-139.268,79.756,1
-0.1043333333333333,1.11,-0.1403333333333333,-103.658,-129.512,12.634,1
-0.1565,1.323,-0.139,-44.878,83.172,-204.146,1
-0.152,0.9333333333333332,-0.1303333333333333,61.708,99.268,-8.256,1
-0.158,0.943,-0.1205,16.098,29.514,27.194,1
-0.131,0.9506666666666668,-0.1496666666666666,-24.024,-0.7804,10.5,1
-0.0273333333333333,0.848,-0.1143333333333333,-9.195,70.854,220.854,1
0.0076666666666666,0.9546666666666668,-0.127,52.438,-4.122,-5.195,1
-0.0075,0.8915,-0.1545,10.5,-34.024,-118.416,1
-0.111,0.895,-0.215,90.852,-78.658,-40.244,1
-0.1146666666666666,0.9226666666666666,-0.1996666666666666,-92.928,-190.854,114.512,1
-0.1015,1.325,-0.1639999999999999,-49.756,-59.512,38.902,1
-0.192,0.9183333333333332,-0.2333333333333333,-25.368,-10.732,37.682,1
-0.1684999999999999,0.949,-0.21,-105.364,-1.122,121.098,1
-0.0409999999999999,0.8400000000000001,-0.1525,12.073,-71.952,-121.098,1
-0.1383333333333333,0.9396666666666668,-0.157,-34.878,-154.268,171.342,1
-0.1664999999999999,1.423,-0.145,-127.924,0.2562000000000005,-8.0,1
-0.1885,0.886,-0.196,75.608,3.939,-0.0612,1
0.017,0.9703333333333334,-0.0566666666666666,45.246,-47.316,-0.0487999999999999,1
-0.1775,0.928,-0.1535,5.122,-35.366,8.0,1
-0.0115,0.8105,-0.0905,-0.5122,8.5,18.061,1
0.0176666666666666,0.9476666666666668,-0.0783333333333333,105.366,-107.194,-3.561,1
0.002,0.933,-0.1125,30.002,-39.878,-0.3537999999999999,1
-0.004,0.9743333333333334,-0.098,30.002,-43.294,-26.218,1
-0.1714999999999999,0.908,-0.2199999999999999,-110.244,-171.096,10.732,1
-0.227,0.891,-0.1699999999999999,53.902,4.0,-0.3779999999999999,1
-0.22,0.9250000000000002,-0.2056666666666666,4.756,-0.0486,91.828,1
-0.186,0.9445,-0.2175,-0.2435999999999999,-64.512,131.952,1
-0.0349999999999999,0.9223333333333332,-0.1056666666666666,-114.512,48.904,22.561,1
0.0546666666666666,0.975,-0.1169999999999999,13.778,-0.195,12.196,1
0.0386666666666666,0.9676666666666668,-0.0999999999999999,-0.2193999999999999,-49.756,-38.658,1
-0.005,0.9685,-0.097,20.732,-22.074,-0.9756,1
-0.009,0.926,-0.102,102.804,-14.632,-116.586,1
-0.176,0.9445,-0.131,-21.338,92.318,-177.196,1
-0.1933333333333333,0.936,-0.1853333333333333,103.536,3.122,40.976,1
-0.0335,10.125,-0.1175,46.952,-41.708,-10.366,1
-0.1856666666666666,0.9206666666666666,-0.1426666666666666,51.462,89.024,-9.061,1
-0.201,0.9055,-0.1745,20.244,32.682,0.6096,1
-0.0936666666666666,0.91,-0.1383333333333333,-110.608,0.1100000000000001,27.256,1
-0.014,0.7495,-0.146,74.514,0.2684000000000001,-0.8173999999999999,1
-0.164,0.9106666666666668,-0.1506666666666666,-0.3294000000000001,13.756,-176.218,1
-0.039,0.7835000000000001,-0.0795,42.194,-0.6339999999999997,4.634,1
-0.0193333333333333,0.955,-0.1016666666666666,61.586,-30.854,-0.7804,1
-0.0065,0.7815000000000001,-0.1445,20.805,-61.218,-210.486,1
-0.023,0.9055,-0.0204999999999999,-48.416,118.656,91.098,1
-0.01,0.9625,-0.0854999999999999,48.294,-38.414,-11.096,1
-0.1283333333333333,0.8706666666666667,-0.2453333333333333,11.951,-111.218,-70.244,1
-0.1986666666666666,0.8746666666666667,-0.1666666666666666,35.976,66.584,-99.634,1
-0.2294999999999999,0.9015,-0.1709999999999999,98.902,53.292,70.732,1
-0.2065,0.936,-0.21,0.7073999999999997,-32.682,85.122,1
-0.1896666666666666,0.9566666666666668,-0.1953333333333333,-4.378,-5.61,127.684,1
0.0176666666666666,0.9553333333333334,-0.1053333333333333,82.926,-44.024,0.3292,1
0.033,0.987,-0.128,0.1829999999999999,-37.195,-0.8534999999999999,1
0.0465,-10.255,-0.1245,-0.9756,97.682,-22.194,1
0.038,-1.028,-0.1205,23.172,-8.0,15.974,1
0.0493333333333333,-1.026,-0.125,-0.744,59.392,0.9514,1
0.019,-0.985,-0.129,42.318,-67.806,2.512,1
0.0193333333333333,-0.7326666666666667,0.0753333333333333,48.622,-31.464,90.368,1
0.008,-0.9775,0.0139999999999999,-8.768,-2.695,-16.218,1
0.0006666666666666,-0.5373333333333333,0.1933333333333333,54.573,53.296,4.622,1
-0.047,-0.9105,0.3984999999999999,-30.195,1.183,-56.464,1
0.0195,-11.735,-0.0395,-55.124,-31.708,-90.734,1
0.0905,-11.775,-0.0215,14.61,0.183,104.634,1
-0.0286666666666666,-0.7916666666666666,0.3939999999999999,0.6462,89.268,50.732,1
0.1015,-1.067,-0.1149999999999999,81.098,-104.634,3.878,1
0.0245,-1.233,-0.0289999999999999,81.586,-4.561,0.1585999999999998,1
0.03,-0.8494999999999999,0.0365,-28.183,-18.168,-35.976,1
0.0555,-1.314,-0.0615,-105.242,-18.244,-167.684,1
0.1176666666666666,-1.213,-0.0699999999999999,-8.817,87.194,5.878,1
0.072,-1.022,-0.1265,-39.878,0.8538000000000002,70.244,1
0.024,-1.267,-0.0615,9.366,-55.854,-0.6952,1
0.024,-1.139,-0.0049999999999999,20.0,-2.5,18.778,1
0.0256666666666666,-0.6053333333333334,0.2353333333333333,35.89,0.2437999999999998,87.806,1
0.017,-0.9825,-0.019,-134.024,-143.656,-0.0488,1
0.0165,-0.8089999999999999,0.3565,68.538,70.976,53.536,1
0.009,-1.244,-0.0355,43.536,4.549,35.854,1
0.0675,-1.343,-0.088,4.366,45.854,-0.5976000000000002,1
0.0155,-0.9885,-0.045,-0.7560000000000002,221.586,0.1341999999999998,1
0.031,-1.092,-0.073,90.856,-82.806,0.6462,1
0.0513333333333333,-1.227,-0.0213333333333333,123.168,-16.622,0.8048,1
0.0019999999999999,-0.894,0.3353333333333333,-21.122,-85.488,-0.8901999999999999,1
0.067,-0.76,0.108,-40.061,-19.756,-3.293,1
0.0414999999999999,-13.265,-0.0595,37.074,-43.048,0.4392,1
-0.013,-0.9805,-0.031,59.927,-107.196,-0.7682,1
-0.0014999999999999,-0.8905000000000001,0.42,-0.744,43.414,2.0,1
0.03,-1.246,-0.0029999999999999,-96.586,114.146,-60.976,1
0.0335,-1.052,-0.185,-0.0608,-48.294,73.172,1
-0.147,0.702,-0.276,10.5,-19.268,-82.562,1
-0.2329999999999999,0.8494999999999999,-0.4085,127.074,-85.976,20.366,1
-0.2366666666666666,0.8813333333333334,-0.41,98.416,-156.096,179.754,1
-0.2789999999999999,0.875,-0.3960000000000001,0.3903999999999999,-0.2682,12.061,1
-0.246,0.898,-0.371,-137.928,-16.098,21.305,1
-0.2595,0.7685,-0.372,-8.439,24.876,-127.196,1
-0.227,0.8996666666666666,-0.4039999999999999,-32.512,67.684,190.122,1
-0.2856666666666667,0.8543333333333333,-0.3813333333333333,-112.562,0.1705999999999999,155.244,1
-0.1406666666666666,0.7143333333333333,-0.3773333333333333,25.939,-91.098,-167.926,1
-0.224,0.7636666666666666,-0.4686666666666666,-41.954,-62.438,0.6584000000000003,1
-0.2976666666666667,0.7996666666666666,-0.4086666666666667,-7.122,25.974,-2.073,1
-0.2995,0.8434999999999999,-0.417,28.658,41.342,76.828,1
-0.234,0.8665,-0.412,-4.122,-64.634,10.378,1
-0.0765,0.9105,-0.2995,57.438,-0.7438,10.244,1
-0.0686666666666666,0.9196666666666669,-0.3389999999999999,59.024,-21.464,0.3169999999999999,1
-0.0685,0.92,-0.363,46.096,-2.817,29.268,1
-0.083,0.938,-0.366,-87.805,0.3654999999999999,-44.515,1
-0.2115,0.839,-0.4425,123.658,-153.172,161.342,1
-0.1385,0.6559999999999999,-0.3585,107.198,-49.756,-141.948,1
-0.209,0.8216666666666667,-0.4019999999999999,7.0,-8.0,133.656,1
-0.2535,1.112,-0.4285,59.392,-62.316,73.902,1
-0.253,0.8346666666666667,-0.4236666666666666,60.122,-0.1707999999999999,87.804,1
-0.3279999999999999,1.44,-0.5345,-0.7805999999999997,10.817,-24.061,1
-0.211,0.8166666666666668,-0.3726666666666666,0.0,50.854,-130.732,1
-0.2515,0.83,-0.382,95.976,-14.754,0.6587999999999999,1
-0.142,0.909,-0.318,30.976,-27.074,-0.0609999999999999,1
-0.2255,0.9425,-0.4915,-1.5,-0.8170000000000002,189.268,1
-0.212,0.7795000000000001,-0.4195,-10.012,30.244,-138.416,1
-0.2636666666666666,0.816,-0.3846666666666666,-0.3782,-2.305,10.002,1
-0.257,0.8649999999999999,-0.367,-21.098,-31.828,7.756,1
-0.1353333333333333,0.9243333333333332,-0.3013333333333333,41.218,-2.622,14.756,1
-0.158,0.75,-0.3825,23.232,-81.342,-161.706,1
-0.2383333333333333,0.779,-0.4396666666666666,0.4268,-70.366,-0.5488000000000001,1
-0.2345,0.8220000000000001,-0.4535,-30.734,-141.952,21.256,1
-0.243,0.877,-0.3419999999999999,17.192,-4.561,10.756,1
-0.2213333333333333,0.8889999999999999,-0.3349999999999999,-43.658,-32.802,11.634,1
-0.106,0.7813333333333333,-0.2906666666666667,56.708,0.695,82.684,1
-0.0905,0.887,-0.3735,8.369,-18.595,0.7014999999999999,1
-0.0165,0.8634999999999999,-0.0419999999999999,76.464,-2.5,-83.414,1
-0.124,0.936,-0.1605,-119.878,-83.414,17.622,1
-0.035,0.694,-0.0985,-8.439,-0.8047999999999998,47.928,1
-0.0515,0.9545,-0.0335,-0.3535999999999998,-0.4878,-0.5246000000000001,1
-0.021,0.9693333333333332,-0.026,-15.854,-11.464,0.0366,1
-0.0765,0.87,-0.0375,14.244,-16.218,-158.172,1
-0.235,0.9643333333333332,-0.1323333333333333,76.708,-47.438,-64.146,1
-0.036,0.9755,-0.0175,2.366,-30.608,-35.976,1
-0.054,0.934,-0.0343333333333333,53.416,-35.244,-52.806,1
-0.2885,1.482,-0.1835,9.939,-74.758,-65.732,1
-0.206,0.9626666666666668,-0.158,-10.439,116.342,14.366,1
0.0195,0.945,0.026,42.074,-34.512,-45.974,1
-0.026,0.9615,0.0045,15.852,-22.318,-27.438,1
-0.25,13.935,-0.1025,4.122,-69.146,108.536,1
-0.217,0.89,-0.148,0.1952000000000001,76.586,-70.486,1
-0.0133333333333333,0.8526666666666666,-0.027,130.852,-72.316,24.878,1
0.0365,1.015,0.002,8.305,-23.538,14.756,1
-0.045,0.869,-0.041,20.732,-3.183,-87.562,1
-0.066,0.8885000000000001,-0.0424999999999999,95.732,-25.488,-18.927,1
-0.2276666666666666,0.9446666666666668,-0.0979999999999999,-43.536,-66.586,-0.7684,1
-0.258,0.9615,0.0025,-10.378,9.817,184.266,1
0.02,0.9135,-0.06,19.634,0.0607999999999999,-40.732,1
-0.018,0.9543333333333334,-0.031,4.244,-3.195,-65.974,1
-0.1649999999999999,0.9055,-0.093,79.512,-80.488,-7.561,1
-0.2595,0.974,-0.0385,56.586,49.144,7.256,1
0.0076666666666666,0.8373333333333334,-0.064,117.072,-20.366,-93.782,1
0.0106666666666666,0.9703333333333334,0.002,15.486,-0.7926,-19.024,1
-0.004,0.9665,0.006,-0.3779999999999999,-0.4025999999999999,-0.939,1
-0.0113333333333333,0.964,0.0119999999999999,15.368,0.5485999999999999,-5.366,1
-0.1845,0.904,-0.14,22.183,-16.5,-89.026,1
0.0289999999999999,10.565,-0.0145,34.024,-0.1951999999999999,0.9512000000000004,1
0.047,0.9533333333333333,-0.0226666666666666,-0.2682000000000001,0.2198000000000001,-21.706,1
0.041,0.9925,-0.021,-0.8899999999999999,-0.9876,-43.782,1
0.0053333333333333,0.975,-0.0083333333333333,0.4878,12.926,-2.622,1
-0.229,0.9463333333333334,-0.0973333333333333,-44.756,-84.392,68.536,1
-0.2545,0.969,-0.092,0.0243999999999996,69.148,41.466,1
-0.1766666666666666,0.9250000000000002,-0.0973333333333333,-13.5,30.488,41.622,1
-0.0029999999999999,0.9895,-0.054,-0.2682,0.1827999999999999,0.0607999999999997,1
-0.0104999999999999,0.969,-0.0255,23.414,-2.439,15.732,1
-0.0043333333333333,0.973,-0.0133333333333333,-0.5609999999999999,-0.988,-1.012,1
-0.2306666666666666,0.9113333333333332,-0.0943333333333333,85.978,-12.683,-1.5,1
-0.076,0.8850000000000001,-0.0246666666666666,-17.171,-71.464,46.683,1
0.0323333333333333,1.014,-0.0116666666666666,97.926,-23.536,-0.1464,1
0.022,0.9435,-0.0675,56.706,0.6222,-0.2923999999999999,1
0.029,0.9896666666666666,-0.0583333333333333,22.316,0.2804,24.024,1
-0.301,0.8385,-0.2095,129.392,-73.536,37.682,1
-0.287,0.8876666666666667,-0.2173333333333333,31.586,-97.806,8.439,1
-0.0515,10.945,-0.1095,65.976,-42.928,-0.7318,1
-0.162,0.8906666666666666,-0.073,55.364,-125.488,-111.828,1
-0.3333333333333333,0.8150000000000001,-0.1553333333333333,52.074,90.732,-48.294,1
-0.1433333333333333,0.8903333333333334,-0.083,106.952,-21.464,-3.683,1
-0.2675,0.8280000000000001,-0.264,48.172,-6.695,-5.317,1
-0.2655,11.755,-0.12,44.756,122.682,-58.488,1
-0.3066666666666666,0.8423333333333334,-0.126,-19.622,42.804,254.632,1
-0.1576666666666666,0.8123333333333332,-0.1026666666666666,4.256,0.7928000000000001,0.5609999999999996,1
-0.15,0.953,-0.111,13.366,-75.242,-100.976,1
-0.248,0.7715000000000001,-0.2445,114.756,-6.561,-125.976,1
-0.0795,0.9945,-0.098,108.782,-26.586,-29.026,1
-0.0766666666666666,0.9856666666666666,-0.1233333333333333,-115.976,-9.195,0.2560000000000002,1
-0.3806666666666666,0.8253333333333334,-0.1883333333333333,82.926,62.074,126.464,1
-0.0965,0.753,-0.118,60.244,-25.488,90.002,1
0.0083333333333333,0.848,0.1363333333333333,65.732,-29.268,28.658,1
0.013,0.9586666666666668,0.1266666666666666,10.061,-2.366,33.902,1
-0.2916666666666667,0.9043333333333332,0.1123333333333333,0.8413999999999998,-3.561,-110.488,1
0.045,0.969,0.1765,7.244,-34.756,-3.0,1
0.023,1.008,0.186,-100.366,-58.658,-152.684,1
0.0045,0.932,0.1525,8.927,-15.122,-84.756,1
-0.0196666666666666,0.95,0.1173333333333333,59.756,-0.3416000000000001,-41.952,1
-0.304,0.9595,0.002,-0.6584000000000001,-26.195,15.878,1
0.0305,0.907,0.18,60.486,-64.756,0.2805999999999999,1
0.0016666666666666,0.997,0.1146666666666666,63.536,0.4999999999999996,-0.0365999999999999,1
0.0095,0.9765,0.037,8.122,-138.048,-5.366,1
-0.2673333333333333,0.8956666666666667,-0.009,26.952,-4.805,-210.244,1
0.054,0.894,0.2673333333333333,-118.048,-0.744,13.168,1
-0.2203333333333333,0.8809999999999999,0.028,-81.708,223.536,43.256,1
-0.3603333333333333,0.9073333333333332,0.0349999999999999,8.378,-69.268,-163.294,1
-0.054,0.7160000000000001,-0.0266666666666666,67.074,0.7073999999999998,61.378,1
